,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
501,Денис Анциферов,realtor,https://www.cian.ru/sale/flat/299572625/,Москва,sale,flat,1,14,1,35.0,-1,0,10500000,Тимирязевский,Дмитровское шоссе,27К4,Петровско-Разумовская,
502,Елена Попова,realtor,https://www.cian.ru/sale/flat/301556491/,Москва,sale,flat,1,3,1,39.0,-1,0,7900000,, Десятинная,17к2,Апрелевка,Борисоглебское
503,do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/298908878/,Москва,sale,flat,17,17,1,41.0,-1,0,10600000,, Александры Монаховой,87к1,Бунинская аллея,Бунинские луга
504,Метриум Премиум - отдел вторичной недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/301179877/,Москва,sale,flat,3,5,1,31.7,-1,0,11500000,Савеловский,Бутырская ,89К2,Дмитровская,
505,Владис,real_estate_agent,https://www.cian.ru/sale/flat/297846883/,Москва,sale,flat,8,9,1,31.5,-1,0,9300000,Бескудниковский,Бескудниковский бульвар,28К2,Селигерская,
506,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300435168/,Москва,sale,flat,3,5,1,30.0,-1,0,11200000,Преображенское,Просторная ,10К1,Бульвар Рокоссовского,
507,ID 15145221,homeowner,https://www.cian.ru/sale/flat/298874044/,Москва,sale,flat,7,14,1,34.0,-1,0,8900000,,проспект Куприна,36к1,Коммунарка,Эко Бунино
508,Владис,real_estate_agent,https://www.cian.ru/sale/flat/301452998/,Москва,sale,flat,3,5,1,30.0,-1,0,16500000,Тверской,Угловой переулок,26,Савёловская,
509,ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/301199238/,Москва,sale,flat,4,12,1,45.0,-1,0,11500000,, Липовый Парк,7,Коммунарка,Москва А101
510,Дарья Румянцева,realtor,https://www.cian.ru/sale/flat/300571796/,Москва,sale,flat,3,8,1,40.1,-1,0,14000000,Соколиная гора,Большая Семеновская ,29/2,Электрозаводская,
511,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300843943/,Москва,sale,flat,6,33,1,36.2,-1,0,12300000,Нижегородский,Газгольдерная ,10,Нижегородская,Profit
512,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298901375/,Москва,sale,flat,12,16,1,38.2,-1,0,7990000,Южное Бутово, Захарьинские Дворики,3,Щербинка,
513,ID 68291624,homeowner,https://www.cian.ru/sale/flat/298751825/,Москва,sale,flat,5,12,1,37.0,-1,0,22700000,Лефортово,шоссе Энтузиастов,3Ак1,Площадь Ильича,
514,OPN PARTNER,real_estate_agent,https://www.cian.ru/sale/flat/297078172/,Москва,sale,flat,12,18,1,38.0,-1,0,12100000,Бирюлево Восточное,6-я Радиальная ,7/6к1,Царицыно,Царицыно-2
515,Статус,real_estate_agent,https://www.cian.ru/sale/flat/301314488/,Москва,sale,flat,4,9,1,35.6,-1,0,7990000,,проспект Новосередневский,17к1,Филатов Луг,Середневский лес
516,Prime,real_estate_agent,https://www.cian.ru/sale/flat/301038952/,Москва,sale,flat,3,16,1,31.0,-1,0,10111111,,проспект Магеллана,1,Прокшино,Испанские кварталы
517,do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/300401139/,Москва,sale,flat,3,5,1,35.9,-1,0,15500000,Таганский,1-я Дубровская ,3,Пролетарская,
518,do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/301682297/,Москва,sale,flat,2,3,1,40.7,-1,0,5700000,, Генерала Донскова,29к4,Апрелевка,Борисоглебское
519,do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/299198123/,Москва,sale,flat,9,46,1,43.5,-1,0,23000000,Хорошево-Мневники,Шелепихинская набережная,34к6,Шелепиха,Сердце Столицы
520,NEWPOLIS,real_estate_agent,https://www.cian.ru/sale/flat/300992263/,Москва,sale,flat,24,24,1,44.0,-1,0,12400000,Северное Бутово, Грина,1к8,Бульвар Дмитрия Донского,
521,CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301314071/,Москва,sale,flat,8,12,1,39.4,-1,0,10500000,Северное Бутово,Ратная ,12К1,Бульвар Дмитрия Донского,
522,ID 194485,realtor,https://www.cian.ru/sale/flat/289794244/,Москва,sale,flat,16,17,1,41.6,-1,0,14700000,Отрадное,Отрадный проезд,5,Отрадное,
523,do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/301120641/,Москва,sale,flat,7,14,1,40.1,-1,0,20000000,Даниловский, Родченко,2,ЗИЛ,ЗИЛАРТ
524,Московский Риэлторский Центр,real_estate_agent,https://www.cian.ru/sale/flat/300199245/,Москва,sale,flat,5,9,1,38.5,-1,0,12600000,Северный,бульвар Академика Ландау,3,Физтех,Северный
525,ID 61564218,unknown,https://www.cian.ru/sale/flat/301103601/,Москва,sale,flat,15,15,1,44.2,-1,0,11900000,Солнцево,Родниковая ,5А,,
526,Владис,real_estate_agent,https://www.cian.ru/sale/flat/299253493/,Москва,sale,flat,2,9,1,43.2,-1,0,11100000,, Бориса Пастернака,4,Мичуринец,
527,Владис,real_estate_agent,https://www.cian.ru/sale/flat/299771766/,Москва,sale,flat,11,14,1,38.1,-1,0,11290000,Северное Медведково,Полярная ,22К4,Медведково,
528,ID 115815201,realtor,https://www.cian.ru/sale/flat/301260893/,Москва,sale,flat,6,15,1,38.0,-1,0,12200000,,бульвар Скандинавский,3к3,Коммунарка,Скандинавия
529,do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/300953502/,Москва,sale,flat,41,51,1,48.2,-1,0,23000000,Обручевский,Ленинский проспект,111к1,Новаторская,Well House на Ленинском
530,METRAGE,real_estate_agent,https://www.cian.ru/sale/flat/300421016/,Москва,sale,flat,19,19,1,38.7,-1,0,8400000,, Летчика Ульянина,7,Пыхтино,
531,ID 115808601,realtor,https://www.cian.ru/sale/flat/301325036/,Москва,sale,flat,14,17,1,31.1,-1,0,11289300,Останкинский,Березовая аллея,19к6,Ботанический сад,Апарт-комплекс Легендарный квартал
532,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/300734713/,Москва,sale,flat,3,9,1,29.1,-1,0,7000000,, Солнечная,3Ас3,Рассказовка,
533,VSN Realty,real_estate_agent,https://www.cian.ru/sale/flat/300925449/,Москва,sale,flat,7,9,1,51.4,-1,0,26823964,Кунцево, Маршала Тимошенко,8,Крылатское,TWICE
534,Галина Галкина,realtor,https://www.cian.ru/sale/flat/300816819/,Москва,sale,flat,6,9,1,37.0,-1,0,12700000,Богородское,Наримановская ,26К3,Бульвар Рокоссовского,
535,VSN Realty,real_estate_agent,https://www.cian.ru/sale/flat/299609970/,Москва,sale,flat,1,9,1,47.7,-1,0,21586085,Кунцево, Академика Павлова,7,Молодёжная,TWICE
536,Метр-Инфо,real_estate_agent,https://www.cian.ru/sale/flat/299796767/,Москва,sale,flat,11,26,1,46.0,-1,0,25700000,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
537,Марина Климова,realtor,https://www.cian.ru/sale/flat/300027066/,Москва,sale,flat,2,14,1,34.3,-1,0,9100000,Старое Крюково,Зеленоград,к830,Зеленоград — Крюково,
538,Novel Estates,real_estate_agent,https://www.cian.ru/sale/flat/300859548/,Москва,sale,flat,9,15,1,72.0,-1,0,58000000,Раменки,Университетский проспект,16,Ломоносовский проспект,
539,Оптима МСК,official_representative,https://www.cian.ru/sale/flat/301316574/,Москва,sale,flat,4,4,1,38.7,-1,0,30960000,Мещанский,Олимпийский проспект,12,Цветной бульвар,Sole Hills
540,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300836554/,Москва,sale,flat,6,17,1,36.9,-1,0,9400000,, Радужная,11,Рассказовка,Град Московский
541,Владис,real_estate_agent,https://www.cian.ru/sale/flat/295854506/,Москва,sale,flat,18,25,1,41.1,-1,0,21390000,Хорошево-Мневники,Шелепихинская набережная,40к1,Шелепиха,Sydney City
542,ID 109135729,realtor,https://www.cian.ru/sale/flat/301306833/,Москва,sale,flat,11,15,1,40.3,-1,0,23300000,Раменки,Винницкая ,8к2,Раменки,Настоящее
543,Самолет плюс Троицк,real_estate_agent,https://www.cian.ru/sale/flat/299511642/,Москва,sale,flat,17,18,1,36.4,-1,0,6550000,, Текстильщиков,3к2,Крёкшино,
544,ID 109135729,realtor,https://www.cian.ru/sale/flat/300650861/,Москва,sale,flat,8,14,1,26.9,-1,0,15700000,Раменки,проспект Генерала Дорохова,39к1В,Минская,Собрание клубных домов West Garden
545,ID 109135729,realtor,https://www.cian.ru/sale/flat/300935784/,Москва,sale,flat,6,14,1,27.0,-1,0,15500000,Раменки,проспект Генерала Дорохова,39к1Б,Минская,Собрание клубных домов West Garden
546,ЗелАН,real_estate_agent,https://www.cian.ru/sale/flat/300930722/,Москва,sale,flat,9,10,1,38.9,-1,0,8650000,Савёлки,Зеленоград,к624,Зеленоград — Крюково,
547,VSN Realty,real_estate_agent,https://www.cian.ru/sale/flat/300924490/,Москва,sale,flat,3,9,1,51.1,-1,0,25579638,Кунцево, Академика Павлова,7,Молодёжная,TWICE
548,Инженер,real_estate_agent,https://www.cian.ru/sale/flat/298769395/,Москва,sale,flat,3,39,1,45.0,-1,0,24500000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
549,ИПОМАКС,real_estate_agent,https://www.cian.ru/sale/flat/301129398/,Москва,sale,flat,7,16,1,45.0,-1,0,7500000,,,23А,Апрелевка,
550,Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/286542367/,Москва,sale,flat,13,42,1,42.0,-1,0,27500000,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
551,Александр Кудинов,realtor,https://www.cian.ru/sale/flat/297239752/,Москва,sale,flat,14,16,1,38.0,-1,0,10700000,Южное Тушино, Василия Петушкова,9,Трикотажная,
552,Самолет Плюс Москва ЦАО,real_estate_agent,https://www.cian.ru/sale/flat/301270260/,Москва,sale,flat,10,17,1,38.6,-1,0,10700000,Бескудниковский,Бескудниковский бульвар,24К1,Дегунино,
553,Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/296779707/,Москва,sale,flat,2,8,1,47.0,-1,0,29450000,Беговой, 1-я Ямского Поля,1к1,Белорусская,Slava
554,Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/300144570/,Москва,sale,flat,10,43,1,41.0,-1,0,21000000,Хорошево-Мневники,Шелепихинская набережная,40к1,Шелепиха,Sydney City
555,МОЯ СТОЛИЦА,real_estate_agent,https://www.cian.ru/sale/flat/297849335/,Москва,sale,flat,7,9,1,32.0,-1,0,11000000,Ломоносовский, Гарибальди,4К5,Новаторская,
556,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301217358/,Москва,sale,flat,8,17,1,37.9,-1,0,9990000,Москворечье-Сабурово,Кантемировская ,16К1,Кантемировская,
557,Качанова и партнеры,real_estate_agent,https://www.cian.ru/sale/flat/300657976/,Москва,sale,flat,4,16,1,38.9,-1,0,8700000,, Омская,9,Аэропорт Внуково,Внуково 2017
558,ID 89633669,homeowner,https://www.cian.ru/sale/flat/300059358/,Москва,sale,flat,1,9,1,33.1,-1,0,8550000,Можайский,Беловежская ,95,Сетунь,
559,CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/299340897/,Москва,sale,flat,7,19,1,43.0,-1,0,8790000,, Барышевская Роща,12,Щербинка,Прима-Парк
560,Ордер,real_estate_agent,https://www.cian.ru/sale/flat/298373961/,Москва,sale,flat,4,9,1,32.6,-1,0,9950000,Отрадное,Северный бульвар,8,Отрадное,
561,МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/288557638/,Москва,sale,flat,1,7,1,21.0,-1,0,6089000,Южнопортовый,6-я Кожуховская ,24,Кожуховская,
