author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
ID 55927231,homeowner,https://www.cian.ru/sale/flat/301212470/,Москва,sale,flat,9,9,2,44.0,-1,0,9999999,Люблино,Краснодонская ,34,Люблино,
Офис на Серпуховской,real_estate_agent,https://www.cian.ru/sale/flat/301139828/,Москва,sale,flat,7,9,2,44.5,-1,0,10100000,Бирюлево Восточное,Бирюлевская ,29К1,Царицыно,
Анна Ютовец,realtor,https://www.cian.ru/sale/flat/299124774/,Москва,sale,flat,2,12,2,36.9,-1,0,10150000,Выхино-Жулебино, Хлобыстова,16К1,Выхино,
ID 389596,unknown,https://www.cian.ru/sale/flat/291024191/,Москва,sale,flat,4,23,2,38.4,-1,0,10250000,Некрасовка, Маресьева,7к2,Некрасовка,Квартал Некрасовка
ID 114400052,homeowner,https://www.cian.ru/sale/flat/300510506/,Москва,sale,flat,11,12,2,57.6,-1,0,10400000,Печатники, Полбина,23К1,Депо,
ID 115003717,homeowner,https://www.cian.ru/sale/flat/300430136/,Москва,sale,flat,9,19,2,54.9,-1,0,10400000,Молжаниновский,Синявинская ,11к16,Новоподрезково,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/291049452/,Москва,sale,flat,6,9,2,42.8,-1,0,10500000,Печатники, Полбина,42,Люблино,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/300153276/,Москва,sale,flat,1,14,2,56.0,-1,0,10450000,, Яворки,1к3,Коммунарка,Кленовые Аллеи
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/296471578/,Москва,sale,flat,5,5,2,43.1,-1,0,10500000,Кунцево, 2-я Новорублевская,15к1,Строгино,
ID 113388471,homeowner,https://www.cian.ru/sale/flat/301006866/,Москва,sale,flat,1,5,2,41.5,-1,0,10550000,Текстильщики, 8-я Текстильщиков,5А,Текстильщики,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/301518517/,Москва,sale,flat,8,14,2,38.0,-1,0,10700000,Покровское-Стрешнево, Малая Набережная,5с1,Тушинская,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/296944257/,Москва,sale,flat,10,17,2,59.0,-1,0,10650000,, Яворки,1к5,Коммунарка,Кленовые Аллеи
Алла Шмелева,realtor,https://www.cian.ru/sale/flat/294746939/,Москва,sale,flat,8,12,2,48.0,-1,0,10700000,Перово, Плющева,18К1,Перово,
Александр Ясырев,realtor,https://www.cian.ru/sale/flat/301231619/,Москва,sale,flat,5,9,2,44.2,-1,0,10690000,Вешняки,Реутовская ,4,Новогиреево,
Будь первым,real_estate_agent,https://www.cian.ru/sale/flat/298565188/,Москва,sale,flat,2,9,2,44.2,-1,0,10850000,Печатники, Кухмистерова,18,Люблино,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299021060/,Москва,sale,flat,9,12,2,37.2,-1,0,10800000,Гольяново,Чусовская ,13,Щёлковская,
СДЕЛКА,real_estate_agent,https://www.cian.ru/sale/flat/301643454/,Москва,sale,flat,5,9,2,45.0,-1,0,10999999,Бескудниковский,Бескудниковский бульвар,20К2,Селигерская,
Офис на Серпуховской,real_estate_agent,https://www.cian.ru/sale/flat/300570970/,Москва,sale,flat,6,25,2,40.1,-1,0,10900000,,,5,Коммунарка,Эдальго
Юлия Чинарева,realtor,https://www.cian.ru/sale/flat/295763803/,Москва,sale,flat,2,9,2,43.7,-1,0,10900000,Преображенское,Халтуринская ,19,Бульвар Рокоссовского,
СИСТЕМА,real_estate_agent,https://www.cian.ru/sale/flat/298346238/,Москва,sale,flat,4,9,2,45.0,-1,0,10950000,Дмитровский,Клязьминская ,32,Лианозово,
ID 116325726,homeowner,https://www.cian.ru/sale/flat/301804258/,Москва,sale,flat,9,9,2,39.5,-1,0,10990000,Гольяново,Алтайская ,26,Щёлковская,
ID 73572078,unknown,https://www.cian.ru/sale/flat/300616262/,Москва,sale,flat,7,16,2,50.4,-1,0,10900000,Орехово-Борисово Южное,Воронежская ,24,Зябликово,
Гретта Асриян,realtor,https://www.cian.ru/sale/flat/301058154/,Москва,sale,flat,5,14,2,65.1,-1,0,10950000,, Харлампиева,48к2,Филатов Луг,Спортивный квартал
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/297829179/,Москва,sale,flat,5,9,2,45.4,-1,0,11000000,Гольяново,Красноярская ,13,Щёлковская,
Владимир Фетискин,realtor,https://www.cian.ru/sale/flat/298705735/,Москва,sale,flat,5,5,2,41.0,-1,0,11000000,Можайский, Багрицкого,45,Кунцевская,
Центральный Департамент Недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/297426542/,Москва,sale,flat,14,16,2,72.2,-1,0,11000000,, Агрохимическая,3,Толстопальцево,Внуково Парк
Наталья Юркенас,realtor,https://www.cian.ru/sale/flat/298882519/,Москва,sale,flat,10,10,2,48.3,-1,0,11000000,Дмитровский,Дмитровское шоссе,107Б,Яхромская,Город daily
Классика,real_estate_agent,https://www.cian.ru/sale/flat/299151881/,Москва,sale,flat,7,12,2,70.5,-1,0,11000000,, Труда,9,Кокошкино,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/300153051/,Москва,sale,flat,1,9,2,44.1,-1,0,11000000,Печатники, Полбина,20,Люблино,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/299361979/,Москва,sale,flat,5,9,2,45.0,-1,0,11000000,Вешняки,Вешняковская ,27К5,Новогиреево,
ID 88010718,realtor,https://www.cian.ru/sale/flat/301295648/,Москва,sale,flat,10,12,2,37.8,-1,0,11000000,Нижегородский,Нижегородская ,72/2,Калитники,
Виктор Косогоров,realtor,https://www.cian.ru/sale/flat/298160398/,Москва,sale,flat,2,9,2,44.9,-1,0,11190000,Выхино-Жулебино,Ферганский проезд,3К1,Юго-Восточная,
ID 50403,homeowner,https://www.cian.ru/sale/flat/297794269/,Москва,sale,flat,12,14,2,50.0,-1,0,11100000,,шоссе Остафьевское,12к1,Щербинка,Остафьево
OPN PARTNER,real_estate_agent,https://www.cian.ru/sale/flat/298965902/,Москва,sale,flat,9,17,2,50.8,-1,0,11200000,Южное Бутово,Варшавское шоссе,282к2,Щербинка,Никольские луга
Владис,real_estate_agent,https://www.cian.ru/sale/flat/300986446/,Москва,sale,flat,10,12,2,52.0,-1,0,11200000,Бирюлево Восточное,Липецкая ,34/25,Царицыно,
Наталья Сказка,realtor,https://www.cian.ru/sale/flat/300116941/,Москва,sale,flat,3,12,2,47.0,-1,0,11250000,Бирюлево Западное,Харьковская ,1К3,Пражская,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/295895327/,Москва,sale,flat,1,12,2,46.1,-1,0,11400000,Лосиноостровский,1-я Напрудная ,9,Медведково,
Космополис,real_estate_agent,https://www.cian.ru/sale/flat/300737758/,Москва,sale,flat,2,9,2,43.8,-1,0,11400000,Чертаново Центральное,Чертановская ,39К2,Пражская,
ID 114614322,homeowner,https://www.cian.ru/sale/flat/299985707/,Москва,sale,flat,8,9,2,37.1,-1,0,11300000,Северное Медведково, Тихомирова,11К2,Медведково,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299560653/,Москва,sale,flat,8,9,2,37.7,-1,0,11500000,Бескудниковский,Бескудниковский бульвар,20К3,Селигерская,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/293078878/,Москва,sale,flat,3,16,2,52.2,-1,0,11500000,Дмитровский,Коровинское шоссе,34,Грачёвская,
Дмитрий Ломовцев,realtor,https://www.cian.ru/sale/flat/301153929/,Москва,sale,flat,2,9,2,44.4,-1,0,11500000,Можайский,Гвардейская ,14,Рабочий посёлок,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/299468868/,Москва,sale,flat,2,9,2,43.0,-1,0,11500000,Люблино,Краснодонская ,27,Люблино,
Елена Корнийчук,realtor,https://www.cian.ru/sale/flat/286347341/,Москва,sale,flat,2,13,2,52.7,-1,0,11500000,,,к4С,Прокшино,Рашен Дизайн Дистрикт ЖК
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/301554271/,Москва,sale,flat,1,12,2,50.0,-1,0,11500000,Выхино-Жулебино,Рязанский проспект,68К1,Выхино,
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/300053925/,Москва,sale,flat,3,12,2,38.0,-1,0,11500000,Перово,Перовская ,4К2,Шоссе Энтузиастов,
Космополис,real_estate_agent,https://www.cian.ru/sale/flat/301109994/,Москва,sale,flat,4,9,2,44.4,-1,0,11500000,Чертаново Южное,Чертановская ,64К2,Улица Академика Янгеля,
Екатерина Филатова,realtor,https://www.cian.ru/sale/flat/301423270/,Москва,sale,flat,4,9,2,42.9,-1,0,11490000,Царицыно,Кантемировская ,19,Кантемировская,
Дарья Савченко,realtor,https://www.cian.ru/sale/flat/300804494/,Москва,sale,flat,7,12,2,48.2,-1,0,11600000,Чертаново Южное, Газопровод,3К1,Улица Академика Янгеля,
Анжела Руднева,realtor,https://www.cian.ru/sale/flat/301651967/,Москва,sale,flat,6,9,2,44.7,-1,0,11550000,Гольяново,Хабаровская ,23К2,Щёлковская,
ID 41062,real_estate_agent,https://www.cian.ru/sale/flat/301220975/,Москва,sale,flat,2,9,2,44.0,-1,0,11600000,Северное Тушино,Планерная ,14К5,Планерная,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/301362239/,Москва,sale,flat,7,9,2,43.0,-1,0,11600000,Солнцево,Родниковая ,16К3,Боровское шоссе,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/287768560/,Москва,sale,flat,5,5,2,45.2,-1,0,11700000,Преображенское,Большая Черкизовская ,3К7,Преображенская площадь,
Космополис,real_estate_agent,https://www.cian.ru/sale/flat/299987714/,Москва,sale,flat,3,12,2,45.8,-1,0,11700000,Бирюлево Западное,Булатниковский проезд,10к3,Пражская,
ID 22809649,realtor,https://www.cian.ru/sale/flat/299440062/,Москва,sale,flat,6,15,2,35.5,-1,0,11690000,Коньково,Профсоюзная ,69,Беляево,Дом на Профсоюзной 69
ID 116166608,homeowner,https://www.cian.ru/sale/flat/301619650/,Москва,sale,flat,4,14,2,49.0,-1,0,11700000,, Логинова,5к2,Щербинка,Остафьево
ID 95421009,homeowner,https://www.cian.ru/sale/flat/281275432/,Москва,sale,flat,8,9,2,44.2,-1,0,11890000,Кунцево, Леси Украинки,4К1,Рабочий посёлок,
ID 101535466,realtor,https://www.cian.ru/sale/flat/297490775/,Москва,sale,flat,1,9,2,44.8,-1,0,11884000,Чертаново Южное,Чертановская ,51К3,Улица Академика Янгеля,
Нелли Черноволова,realtor,https://www.cian.ru/sale/flat/297961592/,Москва,sale,flat,7,12,2,46.2,-1,0,11800000,Зябликово,Шипиловская ,62/1,Шипиловская,
ID 14124638,homeowner,https://www.cian.ru/sale/flat/292767565/,Москва,sale,flat,4,12,2,50.7,-1,0,11820000,Марьино,Донецкая ,15,Курьяново,
ID 176538,realtor,https://www.cian.ru/sale/flat/299084454/,Москва,sale,flat,14,17,2,54.0,-1,0,11900000,Внуково,Интернациональная ,4,Аэропорт Внуково,
Светлана Баринова,realtor,https://www.cian.ru/sale/flat/301311080/,Москва,sale,flat,9,12,2,49.4,-1,0,11990000,Преображенское,2-я Пугачевская ,5к1,Преображенская площадь,
БЕСТ на Проспекте Мира,real_estate_agent,https://www.cian.ru/sale/flat/300598476/,Москва,sale,flat,5,5,2,43.6,-1,0,11900000,Коптево,Коптевская ,8,Коптево,
Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/297796650/,Москва,sale,flat,7,19,2,55.2,-1,0,11999000,Некрасовка,Рождественская ,21к2,Некрасовка,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/293032694/,Москва,sale,flat,11,14,2,52.2,-1,0,11950000,Бирюлево Западное,Востряковский проезд,15К2,Битца,
ID 107562729,homeowner,https://www.cian.ru/sale/flat/301773705/,Москва,sale,flat,4,12,2,40.0,-1,0,11950000,Дмитровский, Софьи Ковалевской,18,Яхромская,
